Charge,Date,BIN,Uoc,Isc,Rser,Rsh,FF,EFF,IRev1,IRev2
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:07,9.00000000e+00,6.46815419e-01,8.93224525e+00,1.96544360e-03,1.86077011e+02,8.02588959e+01,1.88740196e+01,1.77903041e-01,4.00245786e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:09,9.00000000e+00,6.46924317e-01,8.93331337e+00,2.10650754e-03,3.40269440e+02,8.02097397e+01,1.88678932e+01,1.02923945e-01,3.29327226e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:11,9.00000000e+00,6.46277487e-01,8.93340111e+00,1.93565222e-03,2.06893234e+02,8.02803802e+01,1.88658104e+01,1.56297490e-01,4.10863370e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:13,8.00000000e+00,6.47811770e-01,8.94908619e+00,1.92940515e-03,2.52417892e+02,8.02572861e+01,1.89383526e+01,1.51933610e-01,3.21562886e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:16,9.00000000e+00,6.47469938e-01,8.93301201e+00,1.60105759e-03,3.37478729e+02,8.02912903e+01,1.89023666e+01,8.84024054e-02,2.64089078e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:18,8.00000000e+00,6.46906853e-01,8.98023129e+00,1.86228519e-03,2.01952057e+02,8.03487167e+01,1.89993362e+01,1.44344434e-01,1.77007332e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:20,1.00000000e+00,6.41673684e-01,8.85758114e+00,1.53763185e-03,1.18813408e+02,7.99313202e+01,1.84916878e+01,2.99993247e-01,6.23237729e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:22,9.00000000e+00,6.46167576e-01,8.94213676e+00,1.97152561e-03,1.29672546e+02,8.02957687e+01,1.88846664e+01,3.30862284e-01,4.40802366e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:24,9.00000000e+00,6.46052420e-01,8.93441582e+00,1.93289376e-03,3.33699768e+02,8.02793503e+01,1.88611431e+01,1.07553162e-01,4.30984765e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:26,9.00000000e+00,6.46314800e-01,8.93805408e+00,2.01410335e-03,3.34275665e+02,8.01821136e+01,1.88536205e+01,1.47943348e-01,4.89401013e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:28,8.00000000e+00,6.47814274e-01,8.96311283e+00,1.64416456e-03,4.00702972e+02,8.02805023e+01,1.89735966e+01,6.17247932e-02,1.50015712e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:30,8.00000000e+00,6.47523761e-01,8.98447323e+00,1.78995298e-03,2.86956970e+02,8.01283875e+01,1.89742641e+01,1.09684207e-01,1.64854154e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:32,9.00000000e+00,6.47072554e-01,8.93969154e+00,1.74788386e-03,3.92322784e+02,8.03094025e+01,1.89091530e+01,1.33042663e-01,3.55389804e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:35,9.00000000e+00,6.46179676e-01,8.92557335e+00,2.06025667e-03,3.52807892e+02,8.03130493e+01,1.88540974e+01,9.21512768e-02,2.48826221e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:37,1.90000000e+01,6.43683612e-01,8.90639687e+00,1.77857617e-03,4.17215637e+02,8.02164383e+01,1.87183723e+01,1.53412044e-01,5.11767089e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:39,8.00000000e+00,6.47675335e-01,8.94387722e+00,2.09055864e-03,4.46582184e+02,8.02612915e+01,1.89242859e+01,1.24702454e-01,2.37265766e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:41,9.00000000e+00,6.46049201e-01,8.95299530e+00,1.75467134e-03,3.44920105e+02,8.00628281e+01,1.88492947e+01,9.37293172e-02,1.74935415e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:47,1.00000000e+00,6.38364494e-01,8.89246559e+00,1.78070471e-03,1.41252243e+02,7.99399338e+01,1.84707642e+01,3.03864658e-01,1.00916111e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:49,9.00000000e+00,6.43656731e-01,8.95327854e+00,1.76226406e-03,2.28574097e+02,8.01564331e+01,1.88020401e+01,1.48856699e-01,3.83784592e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:51,1.00000000e+00,6.41388953e-01,8.84547520e+00,1.85166381e-03,1.39408859e+02,7.99032745e+01,1.84517441e+01,1.67688027e-01,4.28257883e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:53,8.00000000e+00,6.46028638e-01,8.93540573e+00,1.71461969e-03,1.06624756e+02,8.04814758e+01,1.89100304e+01,2.35378161e-01,3.08104157e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:55,1.90000000e+01,6.44423068e-01,8.91354752e+00,1.66650151e-03,1.52066422e+02,8.03377533e+01,1.87832851e+01,2.49619633e-01,4.59857047e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:57,8.00000000e+00,6.46957994e-01,8.93651581e+00,1.88011606e-03,3.05218048e+02,8.03673859e+01,1.89127350e+01,1.43003389e-01,3.90211642e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:16:59,8.00000000e+00,6.47039652e-01,8.94337463e+00,1.94716838e-03,2.76218597e+02,8.03079453e+01,1.89156399e+01,1.92644969e-01,4.05211836e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:02,8.00000000e+00,6.47732258e-01,8.95228863e+00,1.94382947e-03,2.16315964e+02,8.03267136e+01,1.89591904e+01,1.32518142e-01,2.72334069e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:04,9.00000000e+00,6.46044970e-01,8.93621254e+00,1.78642070e-03,2.36158310e+02,8.03051453e+01,1.88707771e+01,1.61846265e-01,4.05913860e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:06,1.90000000e+01,6.43543541e-01,8.95341969e+00,1.89528370e-03,2.01859116e+02,8.00490494e+01,1.87738457e+01,1.68030798e-01,3.29066634e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:08,9.00000000e+00,6.46926701e-01,8.93461418e+00,2.17798189e-03,2.96720612e+02,8.02424316e+01,1.88783989e+01,1.31204307e-01,2.86944777e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:10,2.00000000e+01,6.43428981e-01,8.86465073e+00,1.88244856e-03,1.65527603e+02,8.01604080e+01,1.86102581e+01,3.29896867e-01,1.88983190e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:12,2.00000000e+01,6.43797040e-01,8.86592388e+00,1.76359946e-03,2.34594528e+02,8.02041626e+01,1.86337414e+01,2.35147804e-01,1.85008228e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:14,2.00000000e+01,6.44064128e-01,8.86755180e+00,1.72952865e-03,2.67807404e+02,8.02117920e+01,1.86466675e+01,2.58603215e-01,1.60837328e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:16,2.10000000e+01,6.42487943e-01,8.84586048e+00,1.97861996e-03,2.51173126e+02,8.02312698e+01,1.85600395e+01,2.89671212e-01,2.34864783e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:19,9.00000000e+00,6.46706820e-01,8.92593765e+00,1.83158752e-03,2.00343613e+02,8.03394775e+01,1.88764591e+01,2.19032362e-01,4.77323085e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:21,2.10000000e+01,6.42903328e-01,8.85193729e+00,2.01337226e-03,2.14068344e+02,8.01856461e+01,1.85742302e+01,2.99959481e-01,2.39377928e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:23,9.00000000e+00,6.45979941e-01,8.92198086e+00,1.74264912e-03,3.07383820e+02,8.03651962e+01,1.88529148e+01,1.32418469e-01,4.80392665e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:25,8.00000000e+00,6.46728873e-01,8.95195675e+00,1.94482284e-03,5.07322632e+02,8.02470398e+01,1.89103432e+01,5.30660748e-02,9.72299650e-02
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:27,8.00000000e+00,6.47869170e-01,8.95529747e+00,1.98770617e-03,2.38295670e+02,8.03038940e+01,1.89641819e+01,1.28001764e-01,2.72295535e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:30,8.00000000e+00,6.47323251e-01,8.94418240e+00,1.86314736e-03,2.70033508e+02,8.03540115e+01,1.89364948e+01,1.12771243e-01,2.89524704e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:32,8.00000000e+00,6.47408128e-01,8.94847393e+00,2.00793496e-03,4.20214081e+02,8.02218018e+01,1.89168892e+01,9.13935900e-02,2.74183601e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:34,1.00000000e+00,6.41039610e-01,8.84718990e+00,1.81762164e-03,1.97389053e+02,7.99542770e+01,1.84570427e+01,1.69237047e-01,4.71720278e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:36,9.00000000e+00,6.47011042e-01,8.90726471e+00,1.58454559e-03,2.85039764e+02,8.02351303e+01,1.88213501e+01,1.32620260e-01,2.67168760e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:38,8.00000000e+00,6.47333324e-01,8.95351982e+00,1.90242834e-03,2.27340027e+02,8.03210373e+01,1.89487820e+01,1.03765205e-01,1.69821560e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:40,2.10000000e+01,6.38532579e-01,8.90015030e+00,1.92386610e-03,1.81622345e+02,8.00065460e+01,1.85070038e+01,2.45250568e-01,9.39529181e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:42,1.90000000e+01,6.43451512e-01,8.94898987e+00,1.96857960e-03,1.28867645e+02,8.00261688e+01,1.87565117e+01,2.02148944e-01,4.11130875e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:44,8.00000000e+00,6.47154033e-01,8.94636345e+00,2.11300468e-03,3.10833466e+02,8.02589798e+01,1.89137669e+01,7.65004531e-02,1.27434045e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:47,8.00000000e+00,6.48207664e-01,8.94508076e+00,1.66148541e-03,2.07548340e+02,8.03661041e+01,1.89671249e+01,1.49929032e-01,2.44223610e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:49,1.90000000e+01,6.44273877e-01,8.91538429e+00,2.03796756e-03,2.73968658e+02,8.02270508e+01,1.87569218e+01,1.38547152e-01,4.63340461e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:51,9.00000000e+00,6.44203901e-01,8.92916298e+00,1.86705706e-03,3.91389282e+02,8.03376999e+01,1.88097782e+01,9.99523476e-02,3.57119322e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:53,9.00000000e+00,6.46394670e-01,8.93915844e+00,1.98094221e-03,2.82482086e+02,8.03190308e+01,1.88904819e+01,9.10407156e-02,1.66037038e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:55,8.00000000e+00,6.47238314e-01,8.97561264e+00,1.71157892e-03,2.07043488e+02,8.01666183e+01,1.89562359e+01,1.33227229e-01,2.12966844e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:57,8.00000000e+00,6.47517979e-01,8.94421959e+00,1.93381822e-03,5.13785461e+02,8.03722153e+01,1.89465599e+01,6.12335391e-02,1.75704524e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:17:59,1.90000000e+01,6.43859208e-01,8.95292187e+00,2.00867304e-03,1.16330215e+02,8.00138550e+01,1.87737522e+01,2.42231458e-01,3.69881898e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:01,9.00000000e+00,6.46848738e-01,8.93036366e+00,2.09842646e-03,2.48955200e+02,8.02142639e+01,1.88605213e+01,1.27856031e-01,3.20350975e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:03,9.00000000e+00,6.44606888e-01,8.92835331e+00,1.82069128e-03,2.80895599e+02,8.02850876e+01,1.88075161e+01,8.77316520e-02,1.06957510e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:05,8.00000000e+00,6.47777498e-01,8.95780087e+00,1.87531125e-03,1.52975098e+02,8.03380280e+01,1.89748611e+01,1.93165854e-01,3.16066533e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:08,8.00000000e+00,6.47415817e-01,8.95912838e+00,1.96580053e-03,1.81262894e+02,8.04038010e+01,1.89826069e+01,1.50972843e-01,2.34195545e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:10,8.00000000e+00,6.47435248e-01,8.93749714e+00,2.02181120e-03,2.52179062e+02,8.03048859e+01,1.89140453e+01,1.54869631e-01,3.13503236e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:12,2.10000000e+01,6.42299831e-01,8.84334373e+00,1.91526278e-03,1.07161858e+02,8.01932678e+01,1.85405407e+01,1.51669502e-01,2.01171845e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:14,1.00000000e+00,6.41436577e-01,8.80783463e+00,1.74281385e-03,3.04199524e+02,8.04340286e+01,1.84966412e+01,1.06180429e-01,1.81483492e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:16,1.00000000e+00,6.41947746e-01,8.80707836e+00,1.69017853e-03,2.29335037e+02,8.03021545e+01,1.84794445e+01,1.48913100e-01,2.38687649e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:18,1.00000000e+00,6.39990032e-01,8.81291580e+00,1.74544682e-03,2.29786957e+02,8.03105316e+01,1.84372234e+01,1.11096345e-01,2.43069351e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:20,1.00000000e+00,6.40723884e-01,8.79717636e+00,1.83491479e-03,4.15906128e+02,8.02825165e+01,1.84189701e+01,9.09091756e-02,3.12546223e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:22,1.00000000e+00,6.40766978e-01,8.80690098e+00,1.52404443e-03,4.51964050e+02,8.03256683e+01,1.84504852e+01,8.15451816e-02,2.40566030e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:24,1.00000000e+00,6.40177250e-01,8.81777287e+00,1.88331632e-03,2.72466309e+02,8.02865295e+01,1.84472656e+01,1.34015664e-01,3.04749697e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:27,9.00000000e+00,6.47038341e-01,8.91175747e+00,1.93436560e-03,1.87798813e+02,8.02126770e+01,1.88263702e+01,1.35930404e-01,1.86480999e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:29,1.90000000e+01,6.45311594e-01,8.91860580e+00,1.92535680e-03,7.65828629e+01,7.99741745e+01,1.87346878e+01,2.70736784e-01,3.17865312e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:31,8.00000000e+00,6.49151146e-01,8.90570259e+00,2.00140523e-03,2.29819473e+02,8.04970779e+01,1.89419327e+01,1.40730619e-01,2.70631671e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:33,2.00000000e+01,6.46116972e-01,8.84441471e+00,1.70211191e-03,2.10358795e+02,8.02640305e+01,1.86694450e+01,2.35953525e-01,3.72884899e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:35,2.00000000e+00,6.38270974e-01,8.77138519e+00,1.85149116e-03,1.45707062e+02,7.99184952e+01,1.82117100e+01,3.97083461e-01,2.28407669e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:37,1.90000000e+01,6.45668924e-01,8.91531277e+00,1.91583252e-03,2.74441925e+02,8.01924438e+01,1.87892780e+01,1.25660554e-01,1.70307904e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:39,1.90000000e+01,6.45666361e-01,8.91033745e+00,1.74019323e-03,1.41587494e+02,8.01649475e+01,1.87722797e+01,1.53274119e-01,2.00105190e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:41,1.90000000e+01,6.44741774e-01,8.90763664e+00,1.97882531e-03,1.30310471e+02,8.02570877e+01,1.87612553e+01,1.92570940e-01,2.42131189e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:43,2.00000000e+01,6.44275665e-01,8.86592770e+00,1.81062717e-03,2.76152222e+02,8.02993393e+01,1.86697311e+01,1.09566584e-01,1.52417377e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:46,3.00000000e+00,6.37015641e-01,8.74398136e+00,1.82394963e-03,3.87130432e+02,7.95585098e+01,1.80374928e+01,1.10432312e-01,3.11196178e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:48,2.10000000e+01,6.44084275e-01,8.84232616e+00,1.92977255e-03,4.98640594e+02,8.01008530e+01,1.85684891e+01,8.43932256e-02,1.19978197e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:50,2.00000000e+01,6.45026207e-01,8.86404037e+00,2.13498133e-03,3.11437958e+02,8.01080322e+01,1.86429806e+01,9.55023840e-02,1.46826163e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:52,1.90000000e+01,6.46538317e-01,8.88668919e+00,1.96454371e-03,4.30664673e+02,8.01533051e+01,1.87450199e+01,6.55487254e-02,1.09133981e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:54,1.00000000e+00,6.39559746e-01,8.87999439e+00,2.26547383e-03,1.61223541e+02,7.96311798e+01,1.84080238e+01,2.09812850e-01,2.43975624e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:56,2.10000000e+01,6.41938984e-01,8.86186504e+00,1.95552316e-03,1.54938629e+02,8.00758362e+01,1.85417442e+01,2.38954529e-01,5.66262901e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:18:58,2.00000000e+01,6.43595219e-01,8.89608860e+00,1.90086989e-03,1.61698380e+02,8.00286713e+01,1.86503811e+01,2.48192102e-01,4.01757598e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:00,1.00000000e+00,6.40387356e-01,8.86260700e+00,2.10906100e-03,1.20266273e+02,7.97976761e+01,1.84342155e+01,2.55159259e-01,3.62388939e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:03,2.10000000e+01,6.42984211e-01,8.88687515e+00,2.15607858e-03,1.63569595e+02,7.98819885e+01,1.85792618e+01,1.83175087e-01,2.25273043e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:05,2.00000000e+00,6.40458167e-01,8.86094475e+00,2.13677995e-03,1.78640228e+02,7.95752258e+01,1.83814144e+01,2.86884129e-01,4.46105748e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:07,2.10000000e+01,6.42360330e-01,8.85968113e+00,2.10350682e-03,9.72114868e+01,7.98707275e+01,1.85018272e+01,3.89489114e-01,4.65723455e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:09,2.00000000e+00,6.39920056e-01,8.83122635e+00,2.03861645e-03,2.65641003e+01,7.96944122e+01,1.83317871e+01,1.18226552e+00,1.43627715e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:11,3.00000000e+00,6.40159965e-01,8.72366142e+00,1.78704667e-03,9.44252853e+01,7.97566147e+01,1.81294327e+01,4.40411121e-01,1.28650093e+00
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:13,2.00000000e+00,6.41302466e-01,8.82837677e+00,2.19054171e-03,2.93059326e+02,7.94575577e+01,1.83108768e+01,1.85464829e-01,5.31440377e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:15,1.90000000e+01,6.45358682e-01,8.92667484e+00,2.07940745e-03,2.87672089e+02,8.00947723e+01,1.87812805e+01,1.32626280e-01,1.74519747e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:17,1.90000000e+01,6.44698203e-01,8.91609383e+00,1.81984215e-03,2.07374069e+02,8.01128082e+01,1.87440434e+01,1.88835546e-01,2.49782339e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:20,1.90000000e+01,6.44054770e-01,8.91272354e+00,2.09444575e-03,1.88356171e+02,8.00906982e+01,1.87130909e+01,2.83168495e-01,3.79977256e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:22,9.00000000e+00,6.46400332e-01,8.93595123e+00,2.13168259e-03,3.20938477e+02,8.02313614e+01,1.88632584e+01,8.53019357e-02,1.14863075e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:24,2.00000000e+01,6.42288446e-01,8.88408470e+00,1.94904010e-03,5.53027710e+02,8.01591949e+01,1.86177139e+01,7.49808475e-02,1.55889168e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:26,1.90000000e+01,6.44316375e-01,8.91522026e+00,2.06042267e-03,1.02206757e+02,7.99936142e+01,1.87032375e+01,2.50056922e-01,2.99657226e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:28,2.10000000e+01,6.41657352e-01,8.87343121e+00,2.14108848e-03,4.86646996e+01,7.98854141e+01,1.85136642e+01,5.22881866e-01,6.72417045e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:30,2.10000000e+01,6.43450141e-01,8.85875034e+00,1.96463265e-03,5.47952271e+02,7.99624481e+01,1.85525513e+01,8.49503502e-02,1.18805006e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:32,1.00000000e+00,6.39182210e-01,8.87281704e+00,2.07051658e-03,3.55923676e+02,8.00743256e+01,1.84845848e+01,1.14245579e-01,3.60164434e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:34,1.90000000e+01,6.45606160e-01,8.88652134e+00,2.04250636e-03,2.96705505e+02,8.03404694e+01,1.87613468e+01,9.04457793e-02,2.30083719e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:37,9.00000000e+00,6.45553470e-01,8.93859291e+00,2.10679229e-03,3.52194183e+02,8.02731705e+01,1.88539352e+01,1.01677746e-01,1.47970513e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:39,2.10000000e+01,6.39681220e-01,8.88854790e+00,1.91924605e-03,4.65651672e+02,8.00665817e+01,1.85300198e+01,1.07176371e-01,2.51822382e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:41,2.00000000e+01,6.42830968e-01,8.90753460e+00,1.95532129e-03,5.08697083e+02,8.02249069e+01,1.86979389e+01,8.11161175e-02,1.70256108e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:43,9.00000000e+00,6.46177888e-01,8.91520405e+00,1.91393215e-03,4.42168884e+02,8.01883087e+01,1.88028889e+01,4.11393829e-02,8.59459490e-02
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:45,2.10000000e+01,6.40763998e-01,8.88547707e+00,2.29863310e-03,3.93128540e+02,8.00601044e+01,1.85534706e+01,8.80719870e-02,1.73211142e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:47,2.00000000e+01,6.43582106e-01,8.86858940e+00,2.32804148e-03,2.11853058e+02,8.01434784e+01,1.86190262e+01,2.50127703e-01,6.09397948e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:49,9.00000000e+00,6.45111859e-01,8.93018436e+00,2.14349339e-03,4.44070374e+02,8.03277359e+01,1.88361073e+01,9.49220657e-02,1.44429177e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:51,2.00000000e+01,6.43488526e-01,8.88041496e+00,2.17127777e-03,5.14409912e+02,8.02862854e+01,1.86743565e+01,1.37422606e-01,6.02548122e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:54,2.00000000e+01,6.42830789e-01,8.91271591e+00,2.10967404e-03,4.20567261e+02,8.01380234e+01,1.86885471e+01,9.70584452e-02,1.82709008e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:56,2.10000000e+01,6.41503572e-01,8.85447407e+00,1.80780794e-03,1.76969269e+02,8.02844467e+01,1.85619450e+01,2.11647600e-01,4.34839725e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:19:58,2.00000000e+01,6.41964316e-01,8.91731453e+00,1.67189515e-03,2.12848190e+02,8.00938721e+01,1.86626987e+01,1.34701267e-01,1.95655018e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:20:00,2.00000000e+01,6.44861281e-01,8.86943245e+00,2.11414229e-03,1.50585037e+02,8.00073395e+01,1.86261082e+01,1.81100294e-01,2.94082373e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:20:02,2.10000000e+01,6.40298128e-01,8.87453556e+00,1.97703554e-03,1.03078026e+02,8.00932693e+01,1.85248241e+01,3.04327786e-01,7.72416115e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:20:04,1.00000000e+00,6.39581144e-01,8.84605122e+00,1.94011338e-03,2.33211197e+02,8.00029755e+01,1.84238930e+01,2.40360245e-01,8.76367867e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:20:06,2.10000000e+01,6.39158607e-01,8.86532497e+00,2.03616940e-03,4.06361908e+02,8.02182846e+01,1.85014992e+01,1.58030048e-01,5.04000962e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:20:09,2.00000000e+00,6.38831615e-01,8.84745407e+00,2.08297349e-03,2.42895889e+02,7.99412613e+01,1.83910236e+01,2.23963648e-01,9.03893769e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:20:11,1.00000000e+00,6.39468014e-01,8.86005306e+00,2.05672230e-03,1.13290146e+02,7.98595352e+01,1.84167118e+01,3.43734622e-01,8.81080925e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:20:13,1.00000000e+00,6.40471339e-01,8.86752605e+00,2.06722668e-03,2.12940964e+02,7.99138641e+01,1.84737263e+01,2.02811465e-01,6.56535745e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:20:15,1.90000000e+01,6.44460559e-01,8.89273834e+00,1.85705221e-03,4.22794739e+02,8.01792374e+01,1.87035465e+01,5.85771687e-02,1.26865670e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:20:17,2.00000000e+00,6.40972972e-01,8.81726456e+00,2.07124092e-03,5.47424500e+02,7.97244644e+01,1.83398361e+01,5.73060438e-02,1.25821784e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:20:19,1.90000000e+01,6.45915508e-01,8.89891911e+00,1.76273845e-03,1.51262802e+02,8.00269775e+01,1.87231770e+01,2.04942271e-01,2.92948604e-01
5345803-S04-156I3-A-L-C-190-7-1,20.02.2020-17:20:21,2.10000000e+01,6.40836418e-01,8.85378933e+00,1.93253392e-03,2.40655350e+02,8.01467514e+01,1.85094070e+01,1.61162645e-01,3.92604649e-01
