Uoc,Isc,Rser,Rsh,FF,EFF,IRev1,IRev2,BIN invalid,Num
0.6438062110768996,8.923957885534033,0.0019216590947805322,197.43284080792793,80.11540317444627,18.735701897605484,0.23410965758808722,0.4391911129016102,134,10065
